creator,version,ns1:name,ns1:desc,lat,lon,ns1:ele,ns1:time,weather
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24453234,127.0755416,147.8335199,2019-04-01T08:48:15.575Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24454207,127.0756916,148.6599322,2019-04-01T08:48:31.575Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.244604,127.0757759,148.6756867,2019-04-01T08:48:33.560Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24453476,127.0756998,149.3216718,2019-04-01T08:51:14.608Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24439143,127.0757655,149.8026132,2019-04-01T08:51:25.624Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24431079,127.075833,149.9943087,2019-04-01T08:51:29.628Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2442501,127.0759322,151.4054459,2019-04-01T08:51:33.620Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24424535,127.0760583,152.8080011,2019-04-01T08:51:37.598Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24433618,127.0760939,153.3775728,2019-04-01T08:51:43.604Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2443947,127.0761975,153.3733848,2019-04-01T08:51:46.636Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24445404,127.0763084,153.370414,2019-04-01T08:51:49.611Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24454125,127.0763484,153.7315548,2019-04-01T08:51:56.615Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24443507,127.0763358,153.9987226,2019-04-01T08:52:05.568Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24442834,127.076474,154.0307961,2019-04-01T08:52:09.638Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24439836,127.0766031,154.1239292,2019-04-01T08:52:14.639Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24435932,127.0767224,154.1605812,2019-04-01T08:52:20.653Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24441222,127.0768154,154.1117787,2019-04-01T08:52:22.623Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24449252,127.0768802,154.048294,2019-04-01T08:52:24.633Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24457842,127.0769245,153.9840475,2019-04-01T08:52:26.628Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24466212,127.0768809,153.8714687,2019-04-01T08:52:31.630Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.244528,127.076904,153.7980792,2019-04-01T08:52:34.629Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24441175,127.0769454,153.7251319,2019-04-01T08:52:36.651Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24430481,127.0770433,153.6511993,2019-04-01T08:52:38.621Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24421737,127.0771341,153.5648126,2019-04-01T08:52:40.637Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24424902,127.0769856,153.309139,2019-04-01T08:52:44.622Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24429358,127.0768796,153.1628256,2019-04-01T08:52:46.626Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2443386,127.0767474,153.0038952,2019-04-01T08:52:49.633Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24450598,127.0768172,147.4276846,2019-04-01T08:53:16.611Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24462142,127.0766874,147.0869395,2019-04-01T08:53:23.655Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24455618,127.0765396,146.8085456,2019-04-01T08:53:25.616Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24449372,127.0764421,146.6652766,2019-04-01T08:53:26.665Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2444329,127.0763498,146.5180198,2019-04-01T08:53:27.608Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24433381,127.0761995,146.2030754,2019-04-01T08:53:29.622Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24426334,127.0760925,144.3592677,2019-04-01T08:53:32.616Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24454849,127.0762598,138.1646813,2019-04-01T08:53:55.680Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24468955,127.0763704,138.2182394,2019-04-01T08:54:02.667Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24473305,127.0765699,138.4330011,2019-04-01T08:54:30.641Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24478689,127.0767406,138.445169,2019-04-01T08:54:32.657Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24483493,127.0768553,138.4565772,2019-04-01T08:54:34.614Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24488051,127.0769619,138.4777564,2019-04-01T08:54:36.624Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24495119,127.077037,138.4627561,2019-04-01T08:54:40.652Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24486108,127.0770588,138.8838089,2019-04-01T08:54:56.629Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24479358,127.0769601,139.8440731,2019-04-01T08:55:04.647Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24469061,127.0769028,140.1702576,2019-04-01T08:55:08.641Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24460099,127.0768771,140.5294394,2019-04-01T08:55:12.608Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24470978,127.076922,140.9412679,2019-04-01T08:55:17.660Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24480001,127.0769803,141.2688435,2019-04-01T08:55:21.648Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24485374,127.0770833,141.5587316,2019-04-01T08:55:25.631Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24485392,127.077197,142.5117832,2019-04-01T08:55:34.659Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24481829,127.0770821,149.7369106,2019-04-01T08:56:18.634Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24483465,127.0769601,150.5645535,2019-04-01T08:56:27.634Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24472939,127.0769951,151.4634414,2019-04-01T08:56:37.645Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24466221,127.076915,156.3793577,2019-04-01T08:57:30.611Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24472223,127.0768282,157.0988324,2019-04-01T08:57:50.617Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24478909,127.0767518,157.551524,2019-04-01T08:57:58.592Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24482532,127.076642,157.9298491,2019-04-01T08:58:08.611Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24472137,127.0766177,158.1950986,2019-04-01T08:58:19.592Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24462842,127.0766369,158.2430963,2019-04-01T08:58:25.592Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24455219,127.0767402,158.2482721,2019-04-01T08:58:29.591Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24462886,127.0766576,158.1671012,2019-04-01T08:58:50.650Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24472464,127.0766036,157.3855958,2019-04-01T08:59:48.628Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24481469,127.0765925,157.3289342,2019-04-01T08:59:50.633Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24490398,127.076571,157.2675893,2019-04-01T08:59:53.646Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2448123,127.0764988,157.0907021,2019-04-01T09:00:01.624Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24470383,127.076471,157.0696075,2019-04-01T09:00:03.633Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24461193,127.0764604,157.0461489,2019-04-01T09:00:05.618Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24451642,127.0764538,156.9890487,2019-04-01T09:00:09.636Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24460115,127.0765137,156.8701983,2019-04-01T09:00:18.622Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24453564,127.076607,156.5699961,2019-04-01T09:00:39.602Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24461947,127.076695,156.4822836,2019-04-01T09:00:44.604Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24471249,127.0767505,156.4277445,2019-04-01T09:00:47.608Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24475823,127.0768493,156.2546149,2019-04-01T09:00:59.612Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24470603,127.0767422,155.8235295,2019-04-01T09:01:13.618Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24453583,127.0767233,154.0385984,2019-04-01T09:01:30.610Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24443653,127.0767549,154.0106049,2019-04-01T09:01:34.625Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24452998,127.0767645,153.9269208,2019-04-01T09:01:47.588Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24457141,127.0768826,153.8512133,2019-04-01T09:01:55.639Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24463012,127.0767862,153.8264545,2019-04-01T09:02:00.657Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24472101,127.0766853,153.8626875,2019-04-01T09:02:09.643Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24464078,127.0767393,153.897686,2019-04-01T09:02:16.645Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2447309,127.0768385,153.8688796,2019-04-01T09:02:20.640Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24480577,127.0769601,153.8289792,2019-04-01T09:02:22.662Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24487419,127.07704,153.7927372,2019-04-01T09:02:24.637Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24498146,127.0770714,153.7114255,2019-04-01T09:02:27.627Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24493553,127.076973,152.1743081,2019-04-01T09:02:39.639Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24485118,127.0768188,151.7038375,2019-04-01T09:02:47.597Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24470743,127.0767111,151.4539494,2019-04-01T09:02:52.689Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24460332,127.0766928,151.4512824,2019-04-01T09:02:56.636Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24468973,127.0767265,151.3188547,2019-04-01T09:03:12.637Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24463323,127.0768157,150.756855,2019-04-01T09:03:42.614Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24473036,127.0768338,149.4833841,2019-04-01T09:04:10.628Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24476181,127.07672,149.3331459,2019-04-01T09:04:20.623Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24470068,127.0766168,149.2228607,2019-04-01T09:04:24.631Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24460736,127.0765861,148.9832542,2019-04-01T09:04:28.631Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2445143,127.0766156,148.4807288,2019-04-01T09:04:40.632Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24456645,127.076714,146.3876651,2019-04-01T09:05:09.662Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24453814,127.076838,145.8336216,2019-04-01T09:05:16.622Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24443813,127.0768802,140.3694428,2019-04-01T09:05:44.617Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.244352,127.0768367,140.2536842,2019-04-01T09:05:51.622Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24447575,127.0768426,140.0696714,2019-04-01T09:06:09.610Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24457715,127.0768819,140.0233258,2019-04-01T09:06:12.620Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24467981,127.0769086,139.9875131,2019-04-01T09:06:15.639Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24464404,127.0768023,139.8642991,2019-04-01T09:06:25.626Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2446704,127.076678,139.8474327,2019-04-01T09:06:29.633Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24459321,127.0767481,139.7208277,2019-04-01T09:06:57.634Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24467213,127.0768099,139.5502376,2019-04-01T09:07:07.703Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2447255,127.0767048,139.3931954,2019-04-01T09:07:12.602Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24468498,127.0765902,139.1679293,2019-04-01T09:07:15.628Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24462955,127.076483,138.7045122,2019-04-01T09:07:22.623Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24454057,127.0764253,138.9531451,2019-04-01T09:07:26.619Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24444468,127.0763033,138.9151594,2019-04-01T09:07:30.616Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24461098,127.0763376,139.2529707,2019-04-01T09:07:39.633Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24470771,127.0763704,139.4935919,2019-04-01T09:07:41.624Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24478274,127.076466,140.0369133,2019-04-01T09:07:46.597Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2447982,127.0765855,145.8790762,2019-04-01T09:08:00.644Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24473775,127.0766787,145.7678413,2019-04-01T09:08:04.598Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24474592,127.0765419,145.7792523,2019-04-01T09:08:09.602Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24466111,127.0764777,146.2024438,2019-04-01T09:08:16.630Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24472079,127.0763912,146.3390074,2019-04-01T09:08:25.619Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2448093,127.0764281,146.3164281,2019-04-01T09:08:31.611Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24473705,127.0765062,145.8276682,2019-04-01T09:08:39.641Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24463474,127.0764866,145.6803161,2019-04-01T09:08:42.616Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24471999,127.0764314,144.2838256,2019-04-01T09:08:50.639Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2445978,127.0764118,143.3260523,2019-04-01T09:09:01.587Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24450619,127.0764031,142.6705711,2019-04-01T09:09:03.627Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24458129,127.0764686,136.8325769,2019-04-01T09:09:21.606Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24458141,127.0766058,136.5778906,2019-04-01T09:09:44.621Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24448367,127.0766084,134.521888,2019-04-01T09:10:19.626Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2444178,127.0766864,134.144433,2019-04-01T09:10:25.628Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24435099,127.0767881,133.569472,2019-04-01T09:10:32.619Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24426728,127.0768416,133.1307633,2019-04-01T09:10:37.631Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24428309,127.0767301,132.7547907,2019-04-01T09:10:42.627Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24453701,127.0768422,115.9803029,2019-04-01T09:10:57.596Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24464734,127.0767871,114.2138325,2019-04-01T09:10:58.590Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24476168,127.0767282,112.0703057,2019-04-01T09:11:00.642Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24497923,127.076738,110.8598844,2019-04-01T09:11:04.688Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24507822,127.0767997,110.6695728,2019-04-01T09:11:06.628Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24497115,127.0768241,110.8225963,2019-04-01T09:11:12.616Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24488245,127.0767318,110.7851645,2019-04-01T09:11:14.587Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24481071,127.0766127,110.7808773,2019-04-01T09:11:16.598Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24472264,127.0765789,110.7169031,2019-04-01T09:11:18.632Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24460514,127.0765902,110.7237578,2019-04-01T09:11:20.589Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24452236,127.0765453,110.8297175,2019-04-01T09:11:22.616Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24460234,127.0764856,111.3593651,2019-04-01T09:11:29.590Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24469135,127.0765757,111.6999625,2019-04-01T09:11:32.624Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24476827,127.0766531,114.6423357,2019-04-01T09:11:36.674Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24487015,127.0766729,115.3752754,2019-04-01T09:11:47.643Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24477715,127.0766932,118.1218345,2019-04-01T09:11:57.639Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2446875,127.0766444,119.6273246,2019-04-01T09:12:03.592Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24458089,127.0766263,122.010754,2019-04-01T09:12:07.593Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24466111,127.0765381,126.6757177,2019-04-01T09:12:14.626Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24475315,127.0766151,138.8640258,2019-04-01T09:12:25.589Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24484379,127.0766478,138.8388182,2019-04-01T09:12:26.592Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24496097,127.0766465,138.8252336,2019-04-01T09:12:27.587Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24505377,127.0766485,138.8034967,2019-04-01T09:12:28.639Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24518672,127.0767342,138.6631121,2019-04-01T09:12:34.589Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24492963,127.0767425,138.727443,2019-04-01T09:12:37.645Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24478057,127.076745,138.7382972,2019-04-01T09:12:38.650Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24460195,127.076743,138.7194629,2019-04-01T09:12:40.614Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2444682,127.076755,138.6540494,2019-04-01T09:12:42.619Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2443636,127.0767222,138.628,2019-04-01T09:12:45.628Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24448186,127.0767347,138.7229504,2019-04-01T09:12:53.612Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24458577,127.0768052,138.741546,2019-04-01T09:12:56.629Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24450105,127.0767507,138.9571853,2019-04-01T09:13:08.651Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24460706,127.0767627,139.411717,2019-04-01T09:13:14.630Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24452963,127.0766223,140.2005383,2019-04-01T09:13:31.595Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24446108,127.0765363,140.3309737,2019-04-01T09:13:34.626Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2445503,127.076563,140.7311223,2019-04-01T09:13:42.578Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24464026,127.076612,140.9152179,2019-04-01T09:13:45.619Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24471182,127.0767045,141.143832,2019-04-01T09:13:49.613Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24465962,127.0768143,141.7007275,2019-04-01T09:14:02.644Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24456301,127.0767983,141.8848126,2019-04-01T09:14:05.582Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.244472,127.0767618,142.5052118,2019-04-01T09:14:09.670Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24456618,127.076781,142.8761199,2019-04-01T09:14:25.626Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24465831,127.0767379,142.8835748,2019-04-01T09:14:29.657Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2447546,127.0766889,142.8963722,2019-04-01T09:14:34.636Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24482754,127.0767649,142.4300707,2019-04-01T09:14:53.589Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24488952,127.076859,142.3113813,2019-04-01T09:14:57.599Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24497638,127.0768896,141.7277917,2019-04-01T09:15:09.587Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24505807,127.0768372,141.2900399,2019-04-01T09:15:14.595Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24506695,127.0766674,141.1454158,2019-04-01T09:15:18.615Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24497628,127.0766606,141.1273246,2019-04-01T09:15:21.611Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2448742,127.0767328,141.0239509,2019-04-01T09:15:31.601Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24478571,127.0766911,140.5200039,2019-04-01T09:15:38.639Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2447794,127.0765766,140.2849543,2019-04-01T09:15:43.632Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24479856,127.0764567,140.220969,2019-04-01T09:15:46.599Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24486547,127.0763527,140.2739666,2019-04-01T09:15:49.580Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24486487,127.0764781,140.5705513,2019-04-01T09:15:54.617Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24483631,127.076593,140.5739214,2019-04-01T09:15:57.641Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24475467,127.0765237,140.3691952,2019-04-01T09:16:07.614Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24464581,127.0764504,140.3009807,2019-04-01T09:16:11.613Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24455234,127.0764126,140.2930583,2019-04-01T09:16:13.620Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24445653,127.0763638,140.3154007,2019-04-01T09:16:16.633Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24449198,127.0764773,140.6886834,2019-04-01T09:16:25.630Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24455747,127.0765642,140.9081321,2019-04-01T09:16:30.608Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24464222,127.0766163,142.1756054,2019-04-01T09:16:40.627Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24472391,127.0766642,141.9508135,2019-04-01T09:16:45.595Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2447978,127.0765709,141.3237401,2019-04-01T09:16:52.606Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24489707,127.0765527,141.2170395,2019-04-01T09:16:56.593Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2447932,127.0765998,141.0402675,2019-04-01T09:17:01.619Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24468507,127.076627,140.9247259,2019-04-01T09:17:04.606Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.244575,127.0766734,140.893222,2019-04-01T09:17:08.593Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24462595,127.0767738,140.9409236,2019-04-01T09:17:30.592Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24474127,127.076748,140.9611826,2019-04-01T09:17:33.601Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24484273,127.0767212,141.085924,2019-04-01T09:17:37.607Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24494074,127.0767157,141.2894998,2019-04-01T09:17:41.595Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24485552,127.0767674,143.1612372,2019-04-01T09:18:00.623Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.24483994,127.076632,143.2519447,2019-04-01T09:18:09.635Z,3
MapMyRunGPXExporter,1.1,18.18km 하이킹,workout,37.2449091,127.0765289,143.4348008,2019-04-01T09:18:17.637Z,3
