"","creator","version","ns1.name","ns1.desc","lat","lon","ns1.ele","ns1.time"
"1","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24562054,127.0806439,96.08,"2019-03-18T04:36:53.224Z"
"2","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24557763,127.0806615,96.16,"2019-03-18T04:39:00.318Z"
"3","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2455724,127.0806989,96.7,"2019-03-18T04:39:22.319Z"
"4","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24557096,127.0807383,97.29,"2019-03-18T04:39:25.300Z"
"5","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24554463,127.0807419,97.23,"2019-03-18T04:48:25.312Z"
"6","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24551086,127.0807035,96.49,"2019-03-18T05:25:44.282Z"
"7","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24553435,127.0807102,96.7,"2019-03-18T05:46:03.278Z"
"8","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24551705,127.0807247,96.84,"2019-03-18T05:46:11.278Z"
"9","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24549282,127.0807237,96.71,"2019-03-18T05:46:13.277Z"
"10","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2454647,127.0807218,96.55,"2019-03-18T05:46:15.233Z"
"11","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24543414,127.0807189,96.36,"2019-03-18T05:46:17.277Z"
"12","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24541775,127.0807153,96.23,"2019-03-18T05:46:18.277Z"
"13","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24540107,127.0807104,96.08,"2019-03-18T05:46:19.277Z"
"14","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24535293,127.0806931,95.6,"2019-03-18T05:46:22.277Z"
"15","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24528035,127.0806671,94.88,"2019-03-18T05:46:27.292Z"
"16","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24518179,127.0806395,94.03,"2019-03-18T05:46:33.291Z"
"17","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24506798,127.0806066,93.04,"2019-03-18T05:46:39.277Z"
"18","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24497457,127.0805674,92.22,"2019-03-18T05:46:45.277Z"
"19","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24581671,127.0810631,101.32,"2019-03-18T05:47:08.277Z"
"20","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2458817,127.08109,101.23,"2019-03-18T05:47:11.280Z"
"21","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24591915,127.0811159,101.15,"2019-03-18T05:47:14.277Z"
"22","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24593648,127.0811254,101.1,"2019-03-18T05:47:15.277Z"
"23","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24595469,127.0811329,101.03,"2019-03-18T05:47:16.277Z"
"24","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24598826,127.0811463,100.9,"2019-03-18T05:47:18.276Z"
"25","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24599887,127.0811496,100.86,"2019-03-18T05:47:19.277Z"
"26","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24600811,127.0811529,100.82,"2019-03-18T05:47:20.277Z"
"27","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24602218,127.081163,100.8,"2019-03-18T05:47:22.277Z"
"28","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2460271,127.0811754,100.85,"2019-03-18T05:47:24.270Z"
"29","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24603659,127.0811619,100.7,"2019-03-18T05:47:29.276Z"
"30","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24606024,127.081127,100.32,"2019-03-18T05:47:34.277Z"
"31","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24607565,127.0811039,100.07,"2019-03-18T05:47:40.276Z"
"32","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24607149,127.0810846,99.97,"2019-03-18T05:47:49.276Z"
"33","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2460778,127.0811118,100.11,"2019-03-18T05:48:15.276Z"
"34","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2460796,127.0811384,100.27,"2019-03-18T05:48:18.276Z"
"35","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24609738,127.0811583,100.3,"2019-03-18T05:48:25.276Z"
"36","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2461144,127.0811623,100.22,"2019-03-18T05:48:27.276Z"
"37","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24612949,127.0811672,100.16,"2019-03-18T05:48:29.276Z"
"38","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24613943,127.0811921,100.27,"2019-03-18T05:48:34.276Z"
"39","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2461134,127.0811942,100.44,"2019-03-18T05:48:58.277Z"
"40","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24610192,127.0811835,100.44,"2019-03-18T05:48:59.277Z"
"41","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24608886,127.081172,100.44,"2019-03-18T05:49:01.277Z"
"42","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24606953,127.0811557,100.45,"2019-03-18T05:49:05.277Z"
"43","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24605368,127.0811442,100.48,"2019-03-18T05:49:12.187Z"
"44","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24603123,127.0811607,100.73,"2019-03-18T05:49:17.277Z"
"45","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24601441,127.0811877,101.01,"2019-03-18T05:49:20.277Z"
"46","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24595414,127.0811829,101.35,"2019-03-18T05:49:31.276Z"
"47","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24591397,127.0811934,101.66,"2019-03-18T05:49:33.276Z"
"48","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24589295,127.0811872,101.75,"2019-03-18T05:49:35.277Z"
"49","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24588915,127.0811709,101.68,"2019-03-18T05:49:37.277Z"
"50","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24589892,127.0811572,101.53,"2019-03-18T05:49:41.276Z"
"51","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24593674,127.0811524,101.26,"2019-03-18T05:49:44.276Z"
"52","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24596584,127.0811494,101.06,"2019-03-18T05:49:46.280Z"
"53","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24598172,127.0811477,100.95,"2019-03-18T05:49:47.276Z"
"54","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24600129,127.0811368,100.76,"2019-03-18T05:49:52.276Z"
"55","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2460103,127.0811645,100.88,"2019-03-18T05:49:59.230Z"
"56","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24600415,127.0811833,101.04,"2019-03-18T05:50:01.192Z"
"57","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2460088,127.0812181,101.24,"2019-03-18T05:50:05.278Z"
"58","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24602875,127.0812071,101.05,"2019-03-18T05:50:08.223Z"
"59","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.246041,127.0811904,100.86,"2019-03-18T05:50:09.298Z"
"60","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24605478,127.081172,100.65,"2019-03-18T05:50:10.276Z"
"61","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2460745,127.0811357,100.29,"2019-03-18T05:50:14.282Z"
"62","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24607247,127.0811206,100.2,"2019-03-18T05:50:15.281Z"
"63","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24605616,127.0811182,100.29,"2019-03-18T05:50:30.276Z"
"64","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24604889,127.0811456,100.52,"2019-03-18T05:50:35.276Z"
"65","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24603179,127.0811401,100.59,"2019-03-18T05:50:37.276Z"
"66","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24601017,127.0811309,100.66,"2019-03-18T05:50:39.276Z"
"67","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24599492,127.081127,100.74,"2019-03-18T05:50:41.276Z"
"68","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2459734,127.0811117,100.77,"2019-03-18T05:50:45.276Z"
"69","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24597352,127.0810892,100.63,"2019-03-18T05:50:51.276Z"
"70","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24596045,127.0810339,100.36,"2019-03-18T05:50:58.276Z"
"71","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24593148,127.0809975,100.32,"2019-03-18T05:51:01.207Z"
"72","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24584544,127.080982,100.81,"2019-03-18T05:51:07.188Z"
"73","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2458784,127.0809643,100.48,"2019-03-18T05:51:16.276Z"
"74","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2460075,127.0810336,100.05,"2019-03-18T05:51:22.256Z"
"75","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24586997,127.0805964,96.09,"2019-03-18T05:51:32.276Z"
"76","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24582945,127.0805765,95.98,"2019-03-18T05:51:33.275Z"
"77","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24575696,127.0805639,95.46,"2019-03-18T05:51:35.320Z"
"78","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24570094,127.0805874,95.57,"2019-03-18T05:51:37.275Z"
"79","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24565438,127.0806237,95.92,"2019-03-18T05:51:40.275Z"
"80","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24560042,127.0806494,96.07,"2019-03-18T05:51:43.275Z"
"81","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24556128,127.0806722,96.24,"2019-03-18T05:51:45.275Z"
"82","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24552601,127.0807032,96.55,"2019-03-18T05:51:47.277Z"
"83","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24551974,127.0807675,97.5,"2019-03-18T05:51:52.275Z"
"84","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24534633,127.0808231,97.51,"2019-03-18T05:51:57.253Z"
"85","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24536078,127.0807795,96.93,"2019-03-18T05:52:04.275Z"
"86","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24541221,127.0807813,97.2,"2019-03-18T05:52:08.275Z"
"87","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2454281,127.0807804,97.26,"2019-03-18T05:52:09.275Z"
"88","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24545111,127.0807773,97.32,"2019-03-18T05:52:11.275Z"
"89","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24550093,127.080762,97.33,"2019-03-18T05:52:16.276Z"
"90","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24556183,127.0807804,97.89,"2019-03-18T05:52:22.275Z"
"91","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24562519,127.0807341,97.48,"2019-03-18T05:52:38.142Z"
"92","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24515933,127.0808552,96.98,"2019-03-18T05:53:00.274Z"
"93","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24517194,127.0808463,96.95,"2019-03-18T05:53:09.274Z"
"94","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24523816,127.0808182,96.92,"2019-03-18T05:53:20.274Z"
"95","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24589762,127.080496,94.4,"2019-03-18T05:54:04.274Z"
"96","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24586711,127.080498,94.59,"2019-03-18T05:54:57.273Z"
"97","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24555805,127.0806879,96.47,"2019-03-18T05:55:59.273Z"
"98","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24569246,127.0806077,95.85,"2019-03-18T05:56:05.273Z"
"99","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24586908,127.0805022,94.64,"2019-03-18T05:56:12.257Z"
"100","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2456863,127.0806364,96.26,"2019-03-18T05:56:58.280Z"
"101","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24580909,127.0805494,95.46,"2019-03-18T05:57:05.273Z"
"102","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2456566,127.0806644,96.56,"2019-03-18T05:57:39.271Z"
"103","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24546931,127.0808041,97.81,"2019-03-18T05:57:45.272Z"
"104","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24551463,127.0807693,97.5,"2019-03-18T05:57:56.272Z"
"105","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2457631,127.0805844,95.81,"2019-03-18T05:58:05.272Z"
"106","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24583671,127.0805261,95.19,"2019-03-18T05:58:21.272Z"
"107","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24574824,127.0805905,95.83,"2019-03-18T05:58:36.271Z"
"108","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24564392,127.0806676,96.55,"2019-03-18T05:58:42.271Z"
"109","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24576419,127.0805715,95.61,"2019-03-18T05:58:48.890Z"
"110","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24561553,127.0806869,96.72,"2019-03-18T05:59:03.271Z"
"111","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24577887,127.0805737,95.71,"2019-03-18T05:59:15.271Z"
"112","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24563688,127.0806849,96.78,"2019-03-18T05:59:27.271Z"
"113","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24555291,127.0807482,97.36,"2019-03-18T05:59:29.270Z"
"114","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2455117,127.0807866,97.75,"2019-03-18T06:01:28.270Z"
"115","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24553816,127.0807246,96.93,"2019-03-18T06:02:05.269Z"
"116","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24546118,127.0807395,96.8,"2019-03-18T06:02:11.269Z"
"117","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2454025,127.0807382,96.51,"2019-03-18T06:02:14.269Z"
"118","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24535901,127.0807265,96.13,"2019-03-18T06:02:23.269Z"
"119","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24538053,127.080717,96.09,"2019-03-18T06:02:32.269Z"
"120","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24540449,127.0807142,96.16,"2019-03-18T06:02:35.269Z"
"121","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24546343,127.0806901,96.07,"2019-03-18T06:06:50.267Z"
"122","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24554134,127.0806968,96.53,"2019-03-18T06:06:53.267Z"
"123","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24548885,127.0806911,96.2,"2019-03-18T06:07:36.266Z"
"124","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24543461,127.0806724,95.67,"2019-03-18T06:17:21.261Z"
"125","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24545554,127.0806289,95.11,"2019-03-18T07:18:30.224Z"
"126","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24551791,127.0806255,95.34,"2019-03-18T07:18:38.224Z"
"127","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24556644,127.0806224,95.51,"2019-03-18T07:18:41.272Z"
"128","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2455951,127.0806516,96.08,"2019-03-18T07:18:49.224Z"
"129","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24560636,127.0807275,97.29,"2019-03-18T07:18:55.224Z"
"130","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24557972,127.0806854,96.53,"2019-03-18T07:19:00.224Z"
"131","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24553428,127.08066,95.94,"2019-03-18T07:19:03.224Z"
"132","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24546636,127.0806395,95.32,"2019-03-18T07:19:09.224Z"
"133","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24543585,127.0806062,94.68,"2019-03-18T07:19:12.130Z"
"134","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24551071,127.0807722,97.53,"2019-03-18T07:19:26.224Z"
"135","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24535517,127.0807859,97,"2019-03-18T07:19:31.224Z"
"136","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24531533,127.0807467,96.23,"2019-03-18T07:19:34.225Z"
"137","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24527298,127.0807034,95.39,"2019-03-18T07:19:37.225Z"
"138","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24521756,127.0806873,94.9,"2019-03-18T07:19:40.224Z"
"139","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24510854,127.0807203,94.88,"2019-03-18T07:19:50.223Z"
"140","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24507059,127.0807652,95.35,"2019-03-18T07:19:53.224Z"
"141","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24505581,127.0807226,94.66,"2019-03-18T07:19:58.223Z"
"142","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24510042,127.0806832,94.3,"2019-03-18T07:20:00.227Z"
"143","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24516586,127.0806413,93.98,"2019-03-18T07:20:02.231Z"
"144","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24522795,127.0806027,93.7,"2019-03-18T07:20:04.226Z"
"145","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24528229,127.080572,93.49,"2019-03-18T07:20:06.223Z"
"146","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24533111,127.0805536,93.43,"2019-03-18T07:20:08.223Z"
"147","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24538053,127.0805217,93.17,"2019-03-18T07:20:10.222Z"
"148","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24543072,127.0804804,92.77,"2019-03-18T07:20:11.223Z"
"149","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24556382,127.0804666,93.13,"2019-03-18T07:20:20.127Z"
"150","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24552012,127.0805117,93.62,"2019-03-18T07:20:22.226Z"
"151","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24547952,127.0805458,93.96,"2019-03-18T07:20:24.223Z"
"152","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24542938,127.0805631,94,"2019-03-18T07:20:26.222Z"
"153","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2453801,127.0805805,94.05,"2019-03-18T07:20:28.223Z"
"154","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24533615,127.0806029,94.18,"2019-03-18T07:20:30.223Z"
"155","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24529296,127.0806338,94.45,"2019-03-18T07:20:33.223Z"
"156","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24523048,127.0806466,94.36,"2019-03-18T07:20:41.254Z"
"157","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2458252,127.0805285,95.21,"2019-03-18T07:21:27.222Z"
"158","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2459237,127.0805022,94.36,"2019-03-18T07:21:55.222Z"
"159","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24566206,127.0805516,94.85,"2019-03-18T07:22:42.222Z"
"160","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24541493,127.080543,93.64,"2019-03-18T07:22:50.223Z"
"161","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24549527,127.0805561,94.19,"2019-03-18T07:23:03.223Z"
"162","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2459268,127.0805917,95.69,"2019-03-18T07:23:32.223Z"
"163","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24587499,127.080938,100.34,"2019-03-18T07:23:39.228Z"
"164","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24586513,127.0809588,100.54,"2019-03-18T07:23:40.243Z"
"165","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24585377,127.0809787,100.73,"2019-03-18T07:23:41.223Z"
"166","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24584265,127.0809979,100.92,"2019-03-18T07:23:42.223Z"
"167","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24583452,127.0810162,101.09,"2019-03-18T07:23:43.223Z"
"168","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24583022,127.0810338,101.19,"2019-03-18T07:23:44.204Z"
"169","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24583032,127.0810517,101.3,"2019-03-18T07:23:45.223Z"
"170","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24583529,127.0810696,101.4,"2019-03-18T07:23:46.223Z"
"171","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24584427,127.0810859,101.44,"2019-03-18T07:23:47.223Z"
"172","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24585582,127.0810991,101.45,"2019-03-18T07:23:48.223Z"
"173","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24586793,127.081108,101.43,"2019-03-18T07:23:49.223Z"
"174","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.2458994,127.08112,101.3,"2019-03-18T07:23:52.223Z"
"175","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24591429,127.0811136,101.16,"2019-03-18T07:23:53.222Z"
"176","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24593893,127.0811011,100.93,"2019-03-18T07:23:55.223Z"
"177","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24595943,127.0810834,100.68,"2019-03-18T07:23:58.222Z"
"178","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24596948,127.0810686,100.52,"2019-03-18T07:24:00.222Z"
"179","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24598147,127.0810576,100.37,"2019-03-18T07:24:02.222Z"
"180","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24600735,127.0810417,100.1,"2019-03-18T07:24:06.222Z"
"181","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24604026,127.0810305,99.81,"2019-03-18T07:24:13.223Z"
"182","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24604737,127.0810537,99.92,"2019-03-18T07:24:21.222Z"
"183","MapMyRunGPXExporter",1.1,"Walked 3.11 km on 03/18/19","workout",37.24606077,127.0810833,100.03,"2019-03-18T07:24:27.222Z"
